key,asset,hypothesis,start_idx,end_idx,depth,cum_pnl,entry_time,exit_time
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,102,108,7,-2019.78,2024-07-02 08:00:00+00:00,2024-07-03 13:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,110,111,2,-1089.2,2024-07-04 08:00:00+00:00,2024-07-04 10:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,113,114,2,-1286.93,2024-07-05 04:00:00+00:00,2024-07-05 06:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,116,118,3,-1243.45,2024-07-05 19:00:00+00:00,2024-07-06 18:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,120,121,2,-680.51,2024-07-07 14:00:00+00:00,2024-07-07 23:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,123,124,2,-896.89,2024-07-09 06:00:00+00:00,2024-07-09 09:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,130,132,3,-855.81,2024-07-13 10:00:00+00:00,2024-07-14 02:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,134,136,3,-1314.51,2024-07-15 03:00:00+00:00,2024-07-15 17:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,138,139,2,-1158.3,2024-07-16 21:00:00+00:00,2024-07-17 00:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,141,143,3,-1362.71,2024-07-17 17:00:00+00:00,2024-07-19 17:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,146,147,2,-738.03,2024-07-23 10:00:00+00:00,2024-07-23 12:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,151,155,5,-2523.79,2024-07-25 03:00:00+00:00,2024-07-26 14:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,158,159,2,-581.89,2024-07-29 00:00:00+00:00,2024-07-29 03:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,161,166,6,-3577.0,2024-07-29 17:00:00+00:00,2024-08-03 01:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,168,169,2,-884.33,2024-08-04 03:00:00+00:00,2024-08-04 16:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,171,174,4,-4436.68,2024-08-05 01:00:00+00:00,2024-08-05 07:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,176,177,2,-1954.22,2024-08-06 03:00:00+00:00,2024-08-07 03:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,179,183,5,-3086.06,2024-08-08 09:00:00+00:00,2024-08-08 22:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,187,192,6,-2127.95,2024-08-11 04:00:00+00:00,2024-08-12 01:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,195,197,3,-1524.67,2024-08-14 15:00:00+00:00,2024-08-14 23:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,200,202,3,-1096.59,2024-08-16 11:00:00+00:00,2024-08-19 00:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,204,205,2,-795.03,2024-08-20 00:00:00+00:00,2024-08-20 02:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,212,215,4,-1373.31,2024-08-23 07:00:00+00:00,2024-08-23 22:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,217,221,5,-1876.18,2024-08-26 13:00:00+00:00,2024-08-28 00:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,223,224,2,-586.97,2024-08-29 12:00:00+00:00,2024-08-29 14:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,230,234,5,-1751.39,2024-09-01 11:00:00+00:00,2024-09-04 01:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,238,239,2,-686.74,2024-09-05 07:00:00+00:00,2024-09-05 13:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,241,242,2,-1238.83,2024-09-06 16:00:00+00:00,2024-09-06 19:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,244,245,2,-481.71,2024-09-07 11:00:00+00:00,2024-09-07 13:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,248,249,2,-713.62,2024-09-09 06:00:00+00:00,2024-09-09 09:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,253,254,2,-824.53,2024-09-10 05:00:00+00:00,2024-09-11 10:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,256,257,2,-814.44,2024-09-12 04:00:00+00:00,2024-09-13 16:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,259,263,5,-1642.66,2024-09-16 00:00:00+00:00,2024-09-17 15:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,265,268,4,-1837.29,2024-09-19 00:00:00+00:00,2024-09-19 16:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,273,279,7,-2185.46,2024-09-23 18:00:00+00:00,2024-09-27 10:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,282,289,8,-3132.34,2024-09-30 02:00:00+00:00,2024-10-01 22:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,291,293,3,-517.13,2024-10-06 15:00:00+00:00,2024-10-06 20:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,298,305,8,-2003.54,2024-10-11 08:00:00+00:00,2024-10-13 12:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,307,310,4,-1777.03,2024-10-14 04:00:00+00:00,2024-10-14 15:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,312,313,2,-930.68,2024-10-16 05:00:00+00:00,2024-10-16 11:00:00+00:00
BTC_MR_RSI_Exhaust,BTC,MR_RSI_Exhaust,315,321,7,-1853.17,2024-10-20 15:00:00+00:00,2024-10-23 16:00:00+00:00
