asset,asset_name,category,hypothesis,group,description,test_pf,test_sharpe,test_max_dd,test_trades,test_wr,test_expectancy,oos_pf,oos_sharpe,oos_max_dd,oos_trades,oos_wr,oos_expectancy,oos_verdict,pf_degradation,robustness,rob_verdict,mc_prob_profit,mc_pnl_mean,mc_dd_95pct,dominant_regime,pct_trending,pct_mean_rev,pct_high_vol,pct_low_vol,regime_detail
BTC,Bitcoin/USD,crypto,MR_RSI_Exhaust,mean_reversion,MR entry at RSI < 30 (buy) or RSI > 70 (sell),1.2740,0.1000,12933.0000,529,0.3611,93.4700,1.1560,0.0620,9034.7000,652,0.3604,51.9100,OOS_PASS,-0.0922,0.8900,ROBUST,0.9880,49225.5000,21954.7000,TRENDING,0.4575,0.0321,0.4291,0.0813,"{'test': {'HIGH_VOLATILITY': {'n_trades': 227, 'win_rate': 0.3612, 'profit_factor': np.float64(1.4222), 'expectancy_pips': 146.2231, 'sharpe': 0.143, 'max_drawdown_pips': 7519.15, 'total_pnl_pips': 33192.65, 'avg_bars_held': 5.01, 'payoff_ratio': 2.5149, 'recovery_factor': 4.4144, 'tp_count': 81, 'sl_count': 145, 'timeout_count': 1, 'pnl_std': 1022.2756, 'pnl_mean': 146.2231}, 'LOW_VOLATILITY': {'n_trades': 43, 'win_rate': 0.4419, 'profit_factor': np.float64(1.3817), 'expectancy_pips': 103.5058, 'sharpe': 0.1439, 'max_drawdown_pips': 2522.88, 'total_pnl_pips': 4450.75, 'avg_bars_held': 3.56, 'payoff_ratio': 1.7453, 'recovery_factor': 1.7642, 'tp_count': 19, 'sl_count': 24, 'timeout_count': 0, 'pnl_std': 719.0632, 'pnl_mean': 103.5058}, 'MEAN_REVERTING': {'n_trades': 17, 'win_rate': 0.2353, 'profit_factor': np.float64(0.8035), 'expectancy_pips': -87.5518, 'sharpe': -0.0867, 'max_drawdown_pips': 3182.55, 'total_pnl_pips': -1488.38, 'avg_bars_held': 5.59, 'payoff_ratio': 2.6113, 'recovery_factor': -0.4677, 'tp_count': 4, 'sl_count': 13, 'timeout_count': 0, 'pnl_std': 1010.386, 'pnl_mean': -87.5518}, 'TRENDING': {'n_trades': 242, 'win_rate': 0.3554, 'profit_factor': np.float64(1.1606), 'expectancy_pips': 54.9308, 'sharpe': 0.0624, 'max_drawdown_pips': 6871.05, 'total_pnl_pips': 13293.25, 'avg_bars_held': 5.45, 'payoff_ratio': 2.1053, 'recovery_factor': 1.9347, 'tp_count': 86, 'sl_count': 156, 'timeout_count': 0, 'pnl_std': 879.7692, 'pnl_mean': 54.9308}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 253, 'win_rate': 0.3439, 'profit_factor': np.float64(1.1845), 'expectancy_pips': 61.0008, 'sharpe': 0.0696, 'max_drawdown_pips': 10658.27, 'total_pnl_pips': 15433.2, 'avg_bars_held': 5.78, 'payoff_ratio': 2.2601, 'recovery_factor': 1.448, 'tp_count': 86, 'sl_count': 166, 'timeout_count': 1, 'pnl_std': 875.8606, 'pnl_mean': 61.0008}, 'LOW_VOLATILITY': {'n_trades': 41, 'win_rate': 0.2195, 'profit_factor': np.float64(0.5152), 'expectancy_pips': -162.3017, 'sharpe': -0.2909, 'max_drawdown_pips': 6217.13, 'total_pnl_pips': -6654.37, 'avg_bars_held': 5.07, 'payoff_ratio': 1.8318, 'recovery_factor': -1.0703, 'tp_count': 9, 'sl_count': 32, 'timeout_count': 0, 'pnl_std': 557.9092, 'pnl_mean': -162.3017}, 'MEAN_REVERTING': {'n_trades': 42, 'win_rate': 0.3333, 'profit_factor': np.float64(1.075), 'expectancy_pips': 26.3752, 'sharpe': 0.0324, 'max_drawdown_pips': 5815.47, 'total_pnl_pips': 1107.76, 'avg_bars_held': 6.31, 'payoff_ratio': 2.1499, 'recovery_factor': 0.1905, 'tp_count': 14, 'sl_count': 28, 'timeout_count': 0, 'pnl_std': 813.0854, 'pnl_mean': 26.3752}, 'TRENDING': {'n_trades': 316, 'win_rate': 0.3956, 'profit_factor': np.float64(1.2297), 'expectancy_pips': 75.8219, 'sharpe': 0.0918, 'max_drawdown_pips': 10183.95, 'total_pnl_pips': 23959.71, 'avg_bars_held': 5.08, 'payoff_ratio': 1.8789, 'recovery_factor': 2.3527, 'tp_count': 125, 'sl_count': 191, 'timeout_count': 0, 'pnl_std': 826.1975, 'pnl_mean': 75.8219}}}"
DXY,US Dollar Index,forex_index,MR_EMA_Dist,mean_reversion,MR entry when price > 1.5 ATR from EMA50,1.1660,0.0660,3532.9000,546,0.3645,13.3400,1.0200,0.0090,3191.0000,674,0.3338,1.3300,OOS_PASS,-0.1252,0.8468,ROBUST,0.9620,7236.8000,5895.1000,TRENDING,0.4634,0.0385,0.3755,0.1227,"{'test': {'HIGH_VOLATILITY': {'n_trades': 205, 'win_rate': 0.3512, 'profit_factor': np.float64(1.1425), 'expectancy_pips': 12.4165, 'sharpe': 0.0571, 'max_drawdown_pips': 2549.77, 'total_pnl_pips': 2545.38, 'avg_bars_held': 5.64, 'payoff_ratio': 2.1104, 'recovery_factor': 0.9983, 'tp_count': 72, 'sl_count': 133, 'timeout_count': 0, 'pnl_std': 217.3544, 'pnl_mean': 12.4165}, 'LOW_VOLATILITY': {'n_trades': 67, 'win_rate': 0.403, 'profit_factor': np.float64(1.4531), 'expectancy_pips': 22.2121, 'sharpe': 0.1591, 'max_drawdown_pips': 744.5, 'total_pnl_pips': 1488.21, 'avg_bars_held': 2.18, 'payoff_ratio': 2.1527, 'recovery_factor': 1.9989, 'tp_count': 27, 'sl_count': 40, 'timeout_count': 0, 'pnl_std': 139.6015, 'pnl_mean': 22.2121}, 'MEAN_REVERTING': {'n_trades': 21, 'win_rate': 0.4762, 'profit_factor': np.float64(1.6718), 'expectancy_pips': 44.6495, 'sharpe': 0.2374, 'max_drawdown_pips': 529.78, 'total_pnl_pips': 937.64, 'avg_bars_held': 4.38, 'payoff_ratio': 1.8389, 'recovery_factor': 1.7699, 'tp_count': 10, 'sl_count': 11, 'timeout_count': 0, 'pnl_std': 188.1118, 'pnl_mean': 44.6495}, 'TRENDING': {'n_trades': 253, 'win_rate': 0.3557, 'profit_factor': np.float64(1.1078), 'expectancy_pips': 9.1297, 'sharpe': 0.0444, 'max_drawdown_pips': 2939.08, 'total_pnl_pips': 2309.81, 'avg_bars_held': 5.18, 'payoff_ratio': 2.0064, 'recovery_factor': 0.7859, 'tp_count': 90, 'sl_count': 163, 'timeout_count': 0, 'pnl_std': 205.5221, 'pnl_mean': 9.1297}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 253, 'win_rate': 0.332, 'profit_factor': np.float64(1.0041), 'expectancy_pips': 0.3011, 'sharpe': 0.0018, 'max_drawdown_pips': 2793.78, 'total_pnl_pips': 76.19, 'avg_bars_held': 5.18, 'payoff_ratio': 2.0202, 'recovery_factor': 0.0273, 'tp_count': 83, 'sl_count': 169, 'timeout_count': 1, 'pnl_std': 165.9827, 'pnl_mean': 0.3011}, 'LOW_VOLATILITY': {'n_trades': 60, 'win_rate': 0.35, 'profit_factor': np.float64(1.0718), 'expectancy_pips': 3.3975, 'sharpe': 0.0315, 'max_drawdown_pips': 553.43, 'total_pnl_pips': 203.85, 'avg_bars_held': 2.1, 'payoff_ratio': 1.9905, 'recovery_factor': 0.3683, 'tp_count': 21, 'sl_count': 39, 'timeout_count': 0, 'pnl_std': 108.0066, 'pnl_mean': 3.3975}, 'MEAN_REVERTING': {'n_trades': 36, 'win_rate': 0.1944, 'profit_factor': np.float64(0.5349), 'expectancy_pips': -36.0058, 'sharpe': -0.2814, 'max_drawdown_pips': 1388.28, 'total_pnl_pips': -1296.21, 'avg_bars_held': 4.53, 'payoff_ratio': 2.2162, 'recovery_factor': -0.9337, 'tp_count': 7, 'sl_count': 29, 'timeout_count': 0, 'pnl_std': 127.9599, 'pnl_mean': -36.0058}, 'TRENDING': {'n_trades': 325, 'win_rate': 0.3477, 'profit_factor': np.float64(1.0893), 'expectancy_pips': 5.8932, 'sharpe': 0.0383, 'max_drawdown_pips': 1940.28, 'total_pnl_pips': 1915.29, 'avg_bars_held': 4.99, 'payoff_ratio': 2.0437, 'recovery_factor': 0.9871, 'tp_count': 113, 'sl_count': 212, 'timeout_count': 0, 'pnl_std': 153.8167, 'pnl_mean': 5.8932}}}"
DXY,US Dollar Index,forex_index,MR_RSI_Exhaust,mean_reversion,MR entry at RSI < 30 (buy) or RSI > 70 (sell),1.1990,0.0770,2133.9000,419,0.3628,15.8500,1.0690,0.0300,2770.9000,466,0.3498,4.6700,OOS_PASS,-0.1085,0.8441,ROBUST,0.9420,6688.4000,5005.5000,TRENDING,0.4869,0.0453,0.3198,0.1480,"{'test': {'HIGH_VOLATILITY': {'n_trades': 134, 'win_rate': 0.3284, 'profit_factor': np.float64(1.1382), 'expectancy_pips': 12.2778, 'sharpe': 0.0534, 'max_drawdown_pips': 1834.71, 'total_pnl_pips': 1645.22, 'avg_bars_held': 5.49, 'payoff_ratio': 2.3281, 'recovery_factor': 0.8967, 'tp_count': 44, 'sl_count': 90, 'timeout_count': 0, 'pnl_std': 229.8688, 'pnl_mean': 12.2778}, 'LOW_VOLATILITY': {'n_trades': 62, 'win_rate': 0.4032, 'profit_factor': np.float64(1.3841), 'expectancy_pips': 19.7874, 'sharpe': 0.1409, 'max_drawdown_pips': 605.65, 'total_pnl_pips': 1226.82, 'avg_bars_held': 2.35, 'payoff_ratio': 2.0485, 'recovery_factor': 2.0256, 'tp_count': 25, 'sl_count': 37, 'timeout_count': 0, 'pnl_std': 140.4821, 'pnl_mean': 19.7874}, 'MEAN_REVERTING': {'n_trades': 19, 'win_rate': 0.3158, 'profit_factor': np.float64(1.0316), 'expectancy_pips': 2.7595, 'sharpe': 0.0139, 'max_drawdown_pips': 707.21, 'total_pnl_pips': 52.43, 'avg_bars_held': 3.74, 'payoff_ratio': 2.2352, 'recovery_factor': 0.0741, 'tp_count': 6, 'sl_count': 13, 'timeout_count': 0, 'pnl_std': 199.0838, 'pnl_mean': 2.7595}, 'TRENDING': {'n_trades': 204, 'win_rate': 0.3775, 'profit_factor': np.float64(1.2239), 'expectancy_pips': 18.2274, 'sharpe': 0.0871, 'max_drawdown_pips': 1779.14, 'total_pnl_pips': 3718.38, 'avg_bars_held': 5.16, 'payoff_ratio': 2.0186, 'recovery_factor': 2.09, 'tp_count': 77, 'sl_count': 127, 'timeout_count': 0, 'pnl_std': 209.1749, 'pnl_mean': 18.2274}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 164, 'win_rate': 0.3841, 'profit_factor': np.float64(1.1972), 'expectancy_pips': 14.1513, 'sharpe': 0.0803, 'max_drawdown_pips': 1159.01, 'total_pnl_pips': 2320.81, 'avg_bars_held': 6.2, 'payoff_ratio': 1.9193, 'recovery_factor': 2.0024, 'tp_count': 60, 'sl_count': 101, 'timeout_count': 3, 'pnl_std': 176.222, 'pnl_mean': 14.1513}, 'LOW_VOLATILITY': {'n_trades': 50, 'win_rate': 0.36, 'profit_factor': np.float64(1.1152), 'expectancy_pips': 5.3482, 'sharpe': 0.0494, 'max_drawdown_pips': 430.65, 'total_pnl_pips': 267.41, 'avg_bars_held': 2.92, 'payoff_ratio': 1.9825, 'recovery_factor': 0.6209, 'tp_count': 18, 'sl_count': 32, 'timeout_count': 0, 'pnl_std': 108.361, 'pnl_mean': 5.3482}, 'MEAN_REVERTING': {'n_trades': 27, 'win_rate': 0.1852, 'profit_factor': np.float64(0.4347), 'expectancy_pips': -46.5163, 'sharpe': -0.3798, 'max_drawdown_pips': 1061.15, 'total_pnl_pips': -1255.94, 'avg_bars_held': 3.11, 'payoff_ratio': 1.9126, 'recovery_factor': -1.1836, 'tp_count': 5, 'sl_count': 22, 'timeout_count': 0, 'pnl_std': 122.4742, 'pnl_mean': -46.5163}, 'TRENDING': {'n_trades': 225, 'win_rate': 0.3422, 'profit_factor': np.float64(1.0554), 'expectancy_pips': 3.7468, 'sharpe': 0.0243, 'max_drawdown_pips': 2735.31, 'total_pnl_pips': 843.03, 'avg_bars_held': 5.23, 'payoff_ratio': 2.0286, 'recovery_factor': 0.3082, 'tp_count': 77, 'sl_count': 148, 'timeout_count': 0, 'pnl_std': 153.9123, 'pnl_mean': 3.7468}}}"
DXY,US Dollar Index,forex_index,MR_BB_Stretch,mean_reversion,MR entry when price > 2.0 ATR from EMA50,1.1980,0.0770,2351.5000,460,0.3630,15.6600,1.0740,0.0320,2138.5000,538,0.3513,4.9200,OOS_PASS,-0.1037,0.6327,MODERATE,0.9520,7256.7000,5303.3000,TRENDING,0.4630,0.0391,0.3522,0.1457,"{'test': {'HIGH_VOLATILITY': {'n_trades': 162, 'win_rate': 0.3519, 'profit_factor': np.float64(1.1651), 'expectancy_pips': 13.9543, 'sharpe': 0.0645, 'max_drawdown_pips': 2028.64, 'total_pnl_pips': 2260.59, 'avg_bars_held': 5.04, 'payoff_ratio': 2.1463, 'recovery_factor': 1.1143, 'tp_count': 57, 'sl_count': 105, 'timeout_count': 0, 'pnl_std': 216.3061, 'pnl_mean': 13.9543}, 'LOW_VOLATILITY': {'n_trades': 67, 'win_rate': 0.3134, 'profit_factor': np.float64(0.9495), 'expectancy_pips': -2.9725, 'sharpe': -0.022, 'max_drawdown_pips': 798.24, 'total_pnl_pips': -199.16, 'avg_bars_held': 2.15, 'payoff_ratio': 2.0798, 'recovery_factor': -0.2495, 'tp_count': 21, 'sl_count': 46, 'timeout_count': 0, 'pnl_std': 134.9359, 'pnl_mean': -2.9725}, 'MEAN_REVERTING': {'n_trades': 18, 'win_rate': 0.5, 'profit_factor': np.float64(1.9467), 'expectancy_pips': 58.7456, 'sharpe': 0.3069, 'max_drawdown_pips': 261.72, 'total_pnl_pips': 1057.42, 'avg_bars_held': 4.17, 'payoff_ratio': 1.9467, 'recovery_factor': 4.0403, 'tp_count': 9, 'sl_count': 9, 'timeout_count': 0, 'pnl_std': 191.4332, 'pnl_mean': 58.7456}, 'TRENDING': {'n_trades': 213, 'win_rate': 0.3756, 'profit_factor': np.float64(1.2321), 'expectancy_pips': 19.1874, 'sharpe': 0.0899, 'max_drawdown_pips': 2585.42, 'total_pnl_pips': 4086.91, 'avg_bars_held': 5.56, 'payoff_ratio': 2.0484, 'recovery_factor': 1.5808, 'tp_count': 80, 'sl_count': 133, 'timeout_count': 0, 'pnl_std': 213.4316, 'pnl_mean': 19.1874}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 207, 'win_rate': 0.3333, 'profit_factor': np.float64(1.0068), 'expectancy_pips': 0.4974, 'sharpe': 0.003, 'max_drawdown_pips': 2330.59, 'total_pnl_pips': 102.96, 'avg_bars_held': 5.5, 'payoff_ratio': 2.0137, 'recovery_factor': 0.0442, 'tp_count': 66, 'sl_count': 138, 'timeout_count': 3, 'pnl_std': 166.1585, 'pnl_mean': 0.4974}, 'LOW_VOLATILITY': {'n_trades': 47, 'win_rate': 0.4255, 'profit_factor': np.float64(1.5056), 'expectancy_pips': 21.0966, 'sharpe': 0.1855, 'max_drawdown_pips': 343.93, 'total_pnl_pips': 991.54, 'avg_bars_held': 2.49, 'payoff_ratio': 2.0326, 'recovery_factor': 2.883, 'tp_count': 20, 'sl_count': 27, 'timeout_count': 0, 'pnl_std': 113.7135, 'pnl_mean': 21.0966}, 'MEAN_REVERTING': {'n_trades': 26, 'win_rate': 0.2308, 'profit_factor': np.float64(0.6578), 'expectancy_pips': -25.2438, 'sharpe': -0.1855, 'max_drawdown_pips': 702.71, 'total_pnl_pips': -656.34, 'avg_bars_held': 4.58, 'payoff_ratio': 2.1925, 'recovery_factor': -0.934, 'tp_count': 6, 'sl_count': 20, 'timeout_count': 0, 'pnl_std': 136.0584, 'pnl_mean': -25.2438}, 'TRENDING': {'n_trades': 258, 'win_rate': 0.3643, 'profit_factor': np.float64(1.131), 'expectancy_pips': 8.5537, 'sharpe': 0.0555, 'max_drawdown_pips': 1460.77, 'total_pnl_pips': 2206.85, 'avg_bars_held': 5.08, 'payoff_ratio': 1.9732, 'recovery_factor': 1.5107, 'tp_count': 94, 'sl_count': 164, 'timeout_count': 0, 'pnl_std': 154.134, 'pnl_mean': 8.5537}}}"
SPY,S&P 500 ETF,us_etf,VOL_ATR_Expand,volatility,Enter in bias direction when ATR > 1.5x rolling mean,0.4360,-0.3190,2111.4000,11,0.1818,-214.9800,1.0820,0.0340,2004.9000,19,0.3158,14.6800,FAIL,1.4811,0.6058,MODERATE,0.1540,-2371.6000,5237.5000,HIGH_VOLATILITY,0.0000,0.0000,1.0000,0.0000,"{'test': {'HIGH_VOLATILITY': {'n_trades': 11, 'win_rate': 0.1818, 'profit_factor': np.float64(0.4363), 'expectancy_pips': -214.9764, 'sharpe': -0.3192, 'max_drawdown_pips': 2111.39, 'total_pnl_pips': -2364.74, 'avg_bars_held': 4.45, 'payoff_ratio': 1.9633, 'recovery_factor': -1.12, 'tp_count': 2, 'sl_count': 9, 'timeout_count': 0, 'pnl_std': 673.4275, 'pnl_mean': -214.9764}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 19, 'win_rate': 0.3158, 'profit_factor': np.float64(1.0825), 'expectancy_pips': 14.6842, 'sharpe': 0.0342, 'max_drawdown_pips': 2004.89, 'total_pnl_pips': 279.0, 'avg_bars_held': 4.37, 'payoff_ratio': 2.3454, 'recovery_factor': 0.1392, 'tp_count': 6, 'sl_count': 13, 'timeout_count': 0, 'pnl_std': 429.5746, 'pnl_mean': 14.6842}}}"
SPY,S&P 500 ETF,us_etf,TF_Breakout_20,trend_follow,Breakout: close > max or < min of last 20 candles,1.3570,0.1270,2550.6000,92,0.4130,79.2900,0.9310,-0.0330,6940.3000,114,0.3947,-16.3500,DEGRADED,-0.3135,0.6045,MODERATE,0.9060,6978.6000,7297.3000,TRENDING,0.5978,0.0435,0.3478,0.0109,"{'test': {'HIGH_VOLATILITY': {'n_trades': 32, 'win_rate': 0.4062, 'profit_factor': np.float64(1.0959), 'expectancy_pips': 24.7172, 'sharpe': 0.0385, 'max_drawdown_pips': 1661.18, 'total_pnl_pips': 790.95, 'avg_bars_held': 8.25, 'payoff_ratio': 1.6018, 'recovery_factor': 0.4761, 'tp_count': 13, 'sl_count': 19, 'timeout_count': 0, 'pnl_std': 641.8707, 'pnl_mean': 24.7172}, 'LOW_VOLATILITY': {'n_trades': 1, 'win_rate': 0.0, 'profit_factor': np.float64(0.0), 'expectancy_pips': -209.36, 'sharpe': -209360000000.0, 'max_drawdown_pips': 0.0, 'total_pnl_pips': -209.36, 'avg_bars_held': 4.0, 'payoff_ratio': 0.0, 'recovery_factor': inf, 'tp_count': 0, 'sl_count': 1, 'timeout_count': 0, 'pnl_std': 0.0, 'pnl_mean': -209.36}, 'MEAN_REVERTING': {'n_trades': 4, 'win_rate': 1.0, 'profit_factor': np.float64(3255880000000.0), 'expectancy_pips': 813.97, 'sharpe': 3.1533, 'max_drawdown_pips': 0.0, 'total_pnl_pips': 3255.88, 'avg_bars_held': 14.5, 'payoff_ratio': 813970000000.0, 'recovery_factor': inf, 'tp_count': 4, 'sl_count': 0, 'timeout_count': 0, 'pnl_std': 258.1338, 'pnl_mean': 813.97}, 'TRENDING': {'n_trades': 55, 'win_rate': 0.3818, 'profit_factor': np.float64(1.2883), 'expectancy_pips': 62.854, 'sharpe': 0.103, 'max_drawdown_pips': 2783.86, 'total_pnl_pips': 3456.97, 'avg_bars_held': 8.33, 'payoff_ratio': 2.0858, 'recovery_factor': 1.2418, 'tp_count': 20, 'sl_count': 34, 'timeout_count': 1, 'pnl_std': 610.1237, 'pnl_mean': 62.854}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 56, 'win_rate': 0.3393, 'profit_factor': np.float64(0.7711), 'expectancy_pips': -63.3823, 'sharpe': -0.1207, 'max_drawdown_pips': 4970.26, 'total_pnl_pips': -3549.41, 'avg_bars_held': 7.34, 'payoff_ratio': 1.5017, 'recovery_factor': -0.7141, 'tp_count': 19, 'sl_count': 37, 'timeout_count': 0, 'pnl_std': 525.2122, 'pnl_mean': -63.3823}, 'LOW_VOLATILITY': {'n_trades': 7, 'win_rate': 0.5714, 'profit_factor': np.float64(3.2339), 'expectancy_pips': 166.7757, 'sharpe': 0.4991, 'max_drawdown_pips': 198.96, 'total_pnl_pips': 1167.43, 'avg_bars_held': 10.43, 'payoff_ratio': 2.4254, 'recovery_factor': 5.8677, 'tp_count': 4, 'sl_count': 3, 'timeout_count': 0, 'pnl_std': 334.1226, 'pnl_mean': 166.7757}, 'MEAN_REVERTING': {'n_trades': 5, 'win_rate': 0.0, 'profit_factor': np.float64(0.0), 'expectancy_pips': -468.264, 'sharpe': -6.8481, 'max_drawdown_pips': 1941.43, 'total_pnl_pips': -2341.32, 'avg_bars_held': 11.8, 'payoff_ratio': 0.0, 'recovery_factor': -1.206, 'tp_count': 0, 'sl_count': 5, 'timeout_count': 0, 'pnl_std': 68.3791, 'pnl_mean': -468.264}, 'TRENDING': {'n_trades': 46, 'win_rate': 0.4783, 'profit_factor': np.float64(1.3258), 'expectancy_pips': 62.1691, 'sharpe': 0.1284, 'max_drawdown_pips': 3207.42, 'total_pnl_pips': 2859.78, 'avg_bars_held': 9.57, 'payoff_ratio': 1.4464, 'recovery_factor': 0.8916, 'tp_count': 22, 'sl_count': 24, 'timeout_count': 0, 'pnl_std': 484.0843, 'pnl_mean': 62.1691}}}"
SPY,S&P 500 ETF,us_etf,VOL_Range_Bkout,volatility,Enter in bias direction after ATR compression (< 0.7x mean),3.4760,0.4330,349.6000,17,0.5294,233.9900,1.2400,0.0950,1297.5000,33,0.3636,28.8200,OOS_PASS,-0.6432,0.5376,MODERATE,0.9740,3687.7000,1366.8000,HIGH_VOLATILITY,0.0000,0.0000,0.7059,0.2941,"{'test': {'HIGH_VOLATILITY': {'n_trades': 12, 'win_rate': 0.5833, 'profit_factor': np.float64(5.1709), 'expectancy_pips': 318.005, 'sharpe': 0.5388, 'max_drawdown_pips': 349.57, 'total_pnl_pips': 3816.06, 'avg_bars_held': 7.17, 'payoff_ratio': 3.6935, 'recovery_factor': 10.9164, 'tp_count': 7, 'sl_count': 5, 'timeout_count': 0, 'pnl_std': 590.1922, 'pnl_mean': 318.005}, 'LOW_VOLATILITY': {'n_trades': 5, 'win_rate': 0.4, 'profit_factor': np.float64(1.234), 'expectancy_pips': 32.366, 'sharpe': 0.0871, 'max_drawdown_pips': 312.58, 'total_pnl_pips': 161.83, 'avg_bars_held': 5.2, 'payoff_ratio': 1.8511, 'recovery_factor': 0.5177, 'tp_count': 2, 'sl_count': 3, 'timeout_count': 0, 'pnl_std': 371.5588, 'pnl_mean': 32.366}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 11, 'win_rate': 0.4545, 'profit_factor': np.float64(1.5024), 'expectancy_pips': 62.7082, 'sharpe': 0.1795, 'max_drawdown_pips': 1086.16, 'total_pnl_pips': 689.79, 'avg_bars_held': 4.09, 'payoff_ratio': 1.8029, 'recovery_factor': 0.6351, 'tp_count': 5, 'sl_count': 6, 'timeout_count': 0, 'pnl_std': 349.387, 'pnl_mean': 62.7082}, 'LOW_VOLATILITY': {'n_trades': 22, 'win_rate': 0.3182, 'profit_factor': np.float64(1.1012), 'expectancy_pips': 11.8818, 'sharpe': 0.0414, 'max_drawdown_pips': 868.02, 'total_pnl_pips': 261.4, 'avg_bars_held': 6.23, 'payoff_ratio': 2.3597, 'recovery_factor': 0.3011, 'tp_count': 7, 'sl_count': 15, 'timeout_count': 0, 'pnl_std': 286.7647, 'pnl_mean': 11.8818}}}"
QQQ,NASDAQ ETF,us_etf,MR_RSI_Exhaust,mean_reversion,MR entry at RSI < 30 (buy) or RSI > 70 (sell),1.4820,0.1640,1932.1000,115,0.4174,89.3900,0.9510,-0.0220,5372.1000,167,0.3234,-8.9000,DEGRADED,-0.3586,0.5273,MODERATE,0.9800,10932.8000,5808.0000,TRENDING,0.5130,0.0783,0.3565,0.0522,"{'test': {'HIGH_VOLATILITY': {'n_trades': 41, 'win_rate': 0.4878, 'profit_factor': np.float64(2.1494), 'expectancy_pips': 190.4759, 'sharpe': 0.3306, 'max_drawdown_pips': 1901.09, 'total_pnl_pips': 7809.51, 'avg_bars_held': 5.54, 'payoff_ratio': 2.2569, 'recovery_factor': 4.1079, 'tp_count': 20, 'sl_count': 21, 'timeout_count': 0, 'pnl_std': 576.1563, 'pnl_mean': 190.4759}, 'LOW_VOLATILITY': {'n_trades': 6, 'win_rate': 0.6667, 'profit_factor': np.float64(5.317), 'expectancy_pips': 347.785, 'sharpe': 0.6804, 'max_drawdown_pips': 483.37, 'total_pnl_pips': 2086.71, 'avg_bars_held': 6.17, 'payoff_ratio': 2.6585, 'recovery_factor': 4.317, 'tp_count': 4, 'sl_count': 2, 'timeout_count': 0, 'pnl_std': 511.1742, 'pnl_mean': 347.785}, 'MEAN_REVERTING': {'n_trades': 9, 'win_rate': 0.2222, 'profit_factor': np.float64(0.5783), 'expectancy_pips': -110.5467, 'sharpe': -0.244, 'max_drawdown_pips': 950.28, 'total_pnl_pips': -994.92, 'avg_bars_held': 5.78, 'payoff_ratio': 2.0239, 'recovery_factor': -1.047, 'tp_count': 2, 'sl_count': 7, 'timeout_count': 0, 'pnl_std': 453.1177, 'pnl_mean': -110.5467}, 'TRENDING': {'n_trades': 59, 'win_rate': 0.3729, 'profit_factor': np.float64(1.118), 'expectancy_pips': 23.3732, 'sharpe': 0.0444, 'max_drawdown_pips': 2879.09, 'total_pnl_pips': 1379.02, 'avg_bars_held': 5.02, 'payoff_ratio': 1.8803, 'recovery_factor': 0.479, 'tp_count': 22, 'sl_count': 37, 'timeout_count': 0, 'pnl_std': 526.6647, 'pnl_mean': 23.3732}}, 'oos': {'HIGH_VOLATILITY': {'n_trades': 51, 'win_rate': 0.4706, 'profit_factor': np.float64(1.7326), 'expectancy_pips': 105.5157, 'sharpe': 0.2436, 'max_drawdown_pips': 1194.85, 'total_pnl_pips': 5381.3, 'avg_bars_held': 4.14, 'payoff_ratio': 1.9492, 'recovery_factor': 4.5037, 'tp_count': 24, 'sl_count': 27, 'timeout_count': 0, 'pnl_std': 433.0972, 'pnl_mean': 105.5157}, 'LOW_VOLATILITY': {'n_trades': 15, 'win_rate': 0.3333, 'profit_factor': np.float64(0.6916), 'expectancy_pips': -53.0827, 'sharpe': -0.1675, 'max_drawdown_pips': 1615.63, 'total_pnl_pips': -796.24, 'avg_bars_held': 3.53, 'payoff_ratio': 1.3831, 'recovery_factor': -0.4928, 'tp_count': 5, 'sl_count': 10, 'timeout_count': 0, 'pnl_std': 316.967, 'pnl_mean': -53.0827}, 'MEAN_REVERTING': {'n_trades': 12, 'win_rate': 0.3333, 'profit_factor': np.float64(1.0681), 'expectancy_pips': 14.8367, 'sharpe': 0.0291, 'max_drawdown_pips': 2062.74, 'total_pnl_pips': 178.04, 'avg_bars_held': 6.17, 'payoff_ratio': 2.1362, 'recovery_factor': 0.0863, 'tp_count': 4, 'sl_count': 8, 'timeout_count': 0, 'pnl_std': 510.1302, 'pnl_mean': 14.8367}, 'TRENDING': {'n_trades': 89, 'win_rate': 0.236, 'profit_factor': np.float64(0.6438), 'expectancy_pips': -70.2108, 'sharpe': -0.1957, 'max_drawdown_pips': 6905.22, 'total_pnl_pips': -6248.76, 'avg_bars_held': 3.61, 'payoff_ratio': 2.0846, 'recovery_factor': -0.9049, 'tp_count': 21, 'sl_count': 68, 'timeout_count': 0, 'pnl_std': 358.7336, 'pnl_mean': -70.2108}}}"
