asset,category,hypothesis,group,oos_verdict,robustness,pf_degradation,period,regime,n_trades,pf,sharpe,win_rate,expectancy,max_dd
ITUB4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2537,0.1314,oos,HIGH_VOLATILITY,46,0.7205,-0.1433,0.2609,-6.0015,562.69
ITUB4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2537,0.1314,oos,LOW_VOLATILITY,1,0.0,-24130000000.0,0.0,-24.13,0.0
ITUB4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2537,0.1314,oos,MEAN_REVERTING,11,0.9161,-0.0355,0.2727,-1.5818,95.7
ITUB4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2537,0.1314,oos,TRENDING,102,1.1453,0.0611,0.3824,2.6529,445.0
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,test,HIGH_VOLATILITY,53,0.7363,-0.1365,0.2642,-4.4487,448.75
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,test,LOW_VOLATILITY,7,0.0,-5.278,0.0,-20.2829,125.59
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,test,MEAN_REVERTING,7,2.7458,0.4455,0.5714,15.66,62.79
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,test,TRENDING,84,1.1276,0.0553,0.369,1.6951,186.97
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,oos,HIGH_VOLATILITY,60,0.9065,-0.0428,0.3,-1.8958,483.63
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,oos,LOW_VOLATILITY,1,0.0,-24130000000.0,0.0,-24.13,0.0
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,oos,MEAN_REVERTING,12,1.162,0.0617,0.3333,2.8742,80.23
ITUB4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.2669,0.1807,oos,TRENDING,125,1.2371,0.0949,0.384,4.1242,393.44
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,test,HIGH_VOLATILITY,29,1.6757,0.232,0.4483,8.601,186.29
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,test,LOW_VOLATILITY,6,0.0,-6.0168,0.0,-21.505,113.33
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,test,MEAN_REVERTING,10,1.2243,0.09,0.4,2.61,103.2
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,test,TRENDING,73,0.9986,-0.0006,0.3425,-0.0188,184.47
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,oos,HIGH_VOLATILITY,42,0.7681,-0.1133,0.2619,-4.9538,520.67
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,oos,MEAN_REVERTING,12,1.3243,0.1135,0.3333,4.8633,65.6
ITUB4,brazil_equity,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.5583,-0.0033,oos,TRENDING,70,1.2838,0.111,0.4,5.0283,240.15
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,test,HIGH_VOLATILITY,37,0.5772,-0.2611,0.2973,-12.0151,555.69
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,test,LOW_VOLATILITY,2,108360000000.0,13.3955,1.0,54.18,0.0
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,test,MEAN_REVERTING,1,56110000000.0,56110000000.0,1.0,56.11,0.0
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,test,TRENDING,81,1.1661,0.071,0.3951,3.0335,371.49
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,oos,HIGH_VOLATILITY,62,1.1045,0.045,0.371,2.7466,340.13
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,oos,LOW_VOLATILITY,2,0.0,-4.7657,0.0,-39.09,44.89
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,oos,MEAN_REVERTING,12,0.8686,-0.0645,0.4167,-3.7908,156.96
ITUB4,brazil_equity,TF_EMA_Slope,trend_follow,FAIL,0.2825,-0.044,oos,TRENDING,121,0.8945,-0.0505,0.3306,-2.946,914.94
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,test,HIGH_VOLATILITY,38,0.8587,-0.0699,0.3421,-3.5818,237.83
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,test,LOW_VOLATILITY,1,51320000000.0,51320000000.0,1.0,51.32,0.0
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,test,MEAN_REVERTING,4,0.5928,-0.2134,0.25,-9.6375,46.91
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,test,TRENDING,73,1.2533,0.1046,0.411,4.4904,242.59
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,oos,HIGH_VOLATILITY,60,1.3747,0.1451,0.4333,9.0437,236.46
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,oos,LOW_VOLATILITY,4,1.4241,0.1505,0.5,8.145,44.89
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,oos,MEAN_REVERTING,14,0.5114,-0.3079,0.2857,-15.6029,269.35
ITUB4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.2786,-0.0799,oos,TRENDING,122,0.8954,-0.0504,0.3443,-2.9193,770.35
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,test,HIGH_VOLATILITY,34,0.8928,-0.0527,0.3529,-2.5224,214.63
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,test,LOW_VOLATILITY,2,2.7756,0.3325,0.5,21.405,0.0
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,test,MEAN_REVERTING,3,1.2626,0.086,0.3333,3.89,21.18
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,test,TRENDING,49,0.7861,-0.1116,0.3061,-4.4151,388.49
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,oos,HIGH_VOLATILITY,42,1.37,0.1418,0.4286,9.3807,234.11
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,oos,LOW_VOLATILITY,2,96740000000.0,14.0752,1.0,48.37,0.0
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,oos,MEAN_REVERTING,9,0.5237,-0.2923,0.2222,-12.9156,151.78
ITUB4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2995,0.1589,oos,TRENDING,76,0.8414,-0.0802,0.3553,-4.6355,918.58
ITUB4,brazil_equity,VOL_ATR_Expand,volatility,DEGRADED,0.3236,-1.0,test,HIGH_VOLATILITY,6,1.9423,0.2882,0.5,14.375,66.19
ITUB4,brazil_equity,VOL_Range_Bkout,volatility,OOS_PASS,0.4632,-0.5738,test,HIGH_VOLATILITY,1,0.0,-16200000000.0,0.0,-16.2,0.0
ITUB4,brazil_equity,VOL_Range_Bkout,volatility,OOS_PASS,0.4632,-0.5738,test,LOW_VOLATILITY,4,9.1314,0.9753,0.75,38.055,18.72
ITUB4,brazil_equity,VOL_Range_Bkout,volatility,OOS_PASS,0.4632,-0.5738,oos,LOW_VOLATILITY,6,2.0864,0.3194,0.5,13.9167,76.86
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,test,HIGH_VOLATILITY,36,0.8681,-0.0657,0.3611,-2.8214,340.14
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,test,LOW_VOLATILITY,2,1.0397,0.0138,0.5,0.715,36.0
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,test,MEAN_REVERTING,10,0.0,-3.59,0.0,-23.721,219.21
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,test,TRENDING,88,0.9238,-0.035,0.3295,-1.3294,330.65
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,oos,HIGH_VOLATILITY,45,1.2634,0.1015,0.4,4.572,298.36
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,oos,LOW_VOLATILITY,4,0.0,-2.9034,0.0,-30.2525,106.22
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,oos,MEAN_REVERTING,11,0.1758,-0.8521,0.0909,-16.3827,145.14
PETR4,brazil_equity,MR_BB_Stretch,mean_reversion,FAIL,0.2297,0.0821,oos,TRENDING,116,0.8799,-0.0534,0.3103,-2.3595,958.78
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,test,HIGH_VOLATILITY,44,0.976,-0.0113,0.3864,-0.4757,341.21
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,test,LOW_VOLATILITY,3,0.6559,-0.1687,0.3333,-6.5467,36.0
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,test,MEAN_REVERTING,10,0.0,-3.8725,0.0,-24.228,224.28
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,test,TRENDING,99,0.8828,-0.0553,0.3232,-2.0647,381.57
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,oos,HIGH_VOLATILITY,50,0.9481,-0.0229,0.32,-0.9864,325.43
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,oos,LOW_VOLATILITY,4,0.0,-2.9034,0.0,-30.2525,106.22
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,oos,MEAN_REVERTING,13,0.4721,-0.3485,0.2308,-8.8838,103.57
PETR4,brazil_equity,MR_EMA_Dist,mean_reversion,FAIL,0.103,0.1194,oos,TRENDING,137,1.0099,0.004,0.3212,0.1844,840.1
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,test,HIGH_VOLATILITY,30,0.6471,-0.2036,0.3,-8.683,382.36
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,test,LOW_VOLATILITY,2,0.0,-2.7029,0.0,-28.535,36.0
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,test,MEAN_REVERTING,10,0.3954,-0.4347,0.2,-12.385,168.71
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,test,TRENDING,63,0.8958,-0.0487,0.3016,-1.6722,321.86
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,oos,HIGH_VOLATILITY,34,1.182,0.0706,0.3529,3.4144,310.07
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,oos,LOW_VOLATILITY,4,0.646,-0.1773,0.25,-7.77,70.36
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,oos,MEAN_REVERTING,12,0.3293,-0.525,0.1667,-13.0225,121.2
PETR4,brazil_equity,MR_RSI_Exhaust,mean_reversion,FAIL,0.2513,0.3581,oos,TRENDING,101,1.0217,0.009,0.3564,0.3986,366.86
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,test,HIGH_VOLATILITY,42,1.1684,0.0696,0.3571,4.0276,312.45
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,test,LOW_VOLATILITY,2,0.0,-21.6712,0.0,-29.575,28.61
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,test,MEAN_REVERTING,5,1.2343,0.0898,0.4,4.258,28.71
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,test,TRENDING,79,1.3476,0.1361,0.443,6.9497,270.2
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,oos,HIGH_VOLATILITY,48,1.2321,0.0883,0.4375,6.7769,353.65
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,oos,LOW_VOLATILITY,2,1.6574,0.1749,0.5,19.265,58.61
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,oos,MEAN_REVERTING,6,1.3149,0.1216,0.5,5.78,57.53
PETR4,brazil_equity,TF_EMA_Slope,trend_follow,OOS_PASS,0.4832,0.0271,oos,TRENDING,106,1.3017,0.1152,0.4434,6.7913,432.11
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,test,HIGH_VOLATILITY,44,1.2797,0.1114,0.3864,6.485,222.31
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,test,LOW_VOLATILITY,1,47680000000.0,47680000000.0,1.0,47.68,0.0
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,test,MEAN_REVERTING,6,0.9188,-0.0368,0.3333,-1.625,57.75
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,test,TRENDING,71,1.1457,0.0619,0.4225,3.1799,304.72
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,oos,HIGH_VOLATILITY,45,0.8057,-0.0942,0.3556,-6.6669,807.11
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,oos,LOW_VOLATILITY,2,3.7622,0.4101,0.5,35.66,0.0
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,oos,MEAN_REVERTING,8,1.463,0.171,0.5,7.46,76.28
PETR4,brazil_equity,TF_Momentum,trend_follow,OOS_PASS,0.4573,-0.1056,oos,TRENDING,116,1.1859,0.074,0.4224,4.4106,462.25
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,test,HIGH_VOLATILITY,28,1.0304,0.0132,0.3214,0.8039,245.99
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,test,MEAN_REVERTING,4,6.0394,0.8305,0.75,36.17,28.71
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,test,TRENDING,60,0.6688,-0.1895,0.3167,-8.7418,599.84
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,oos,HIGH_VOLATILITY,27,1.1432,0.0614,0.4815,3.5833,405.74
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,oos,LOW_VOLATILITY,3,7.4404,0.7846,0.6667,51.5233,0.0
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,oos,MEAN_REVERTING,7,1.7489,0.2537,0.5714,11.3714,28.82
PETR4,brazil_equity,TF_Breakout_20,trend_follow,FAIL,0.2425,0.5976,oos,TRENDING,77,1.329,0.123,0.4416,7.4225,472.4
PETR4,brazil_equity,VOL_ATR_Expand,volatility,OOS_PASS,0.0,0.4315,test,HIGH_VOLATILITY,5,1.4947,0.1662,0.4,11.858,45.14
PETR4,brazil_equity,VOL_ATR_Expand,volatility,OOS_PASS,0.0,0.4315,oos,HIGH_VOLATILITY,6,2.1397,0.3292,0.5,17.4883,33.07
PETR4,brazil_equity,VOL_Range_Bkout,volatility,FAIL,0.3363,9.2481,test,HIGH_VOLATILITY,6,0.5086,-0.2816,0.1667,-7.4183,47.86
PETR4,brazil_equity,VOL_Range_Bkout,volatility,FAIL,0.3363,9.2481,test,LOW_VOLATILITY,5,0.0,-5.2276,0.0,-19.544,77.36
PETR4,brazil_equity,VOL_Range_Bkout,volatility,FAIL,0.3363,9.2481,oos,HIGH_VOLATILITY,7,1.3493,0.1281,0.4286,6.7357,116.35
PETR4,brazil_equity,VOL_Range_Bkout,volatility,FAIL,0.3363,9.2481,oos,LOW_VOLATILITY,5,8.1349,0.905,0.8,39.656,27.79
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,test,HIGH_VOLATILITY,56,1.4333,0.1557,0.4107,143.3575,5492.42
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,test,LOW_VOLATILITY,4,3.2056,0.4203,0.5,425.925,340.75
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,test,MEAN_REVERTING,8,0.5015,-0.3198,0.25,-203.0112,1247.75
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,test,TRENDING,74,1.1346,0.059,0.3784,45.6738,7817.04
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,oos,HIGH_VOLATILITY,65,0.9902,-0.0042,0.3385,-4.5669,8008.06
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,oos,LOW_VOLATILITY,9,0.7692,-0.1062,0.2222,-68.8133,2682.92
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,oos,MEAN_REVERTING,7,1.4509,0.1394,0.2857,224.6557,3047.03
IBOV,index,MR_BB_Stretch,mean_reversion,DEGRADED,0.6976,-0.3364,oos,TRENDING,146,0.7227,-0.1392,0.2603,-134.0184,20957.22
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,test,HIGH_VOLATILITY,62,1.428,0.1554,0.4194,145.0319,4719.0
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,test,LOW_VOLATILITY,2,0.0,-7.8753,0.0,-380.955,346.75
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,test,MEAN_REVERTING,9,0.4315,-0.3962,0.2222,-239.1689,1624.09
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,test,TRENDING,95,1.2221,0.0935,0.3895,72.0156,7839.74
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,oos,HIGH_VOLATILITY,72,1.0526,0.022,0.3472,24.0922,8980.22
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,oos,LOW_VOLATILITY,8,0.9109,-0.0372,0.25,-25.2237,2265.39
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,oos,MEAN_REVERTING,6,1.6608,0.1933,0.3333,335.5833,2570.12
IBOV,index,MR_EMA_Dist,mean_reversion,DEGRADED,0.7975,-0.3156,oos,TRENDING,163,0.7209,-0.1403,0.2577,-136.7742,24033.58
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,test,HIGH_VOLATILITY,41,1.5222,0.1908,0.439,163.1402,2442.63
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,test,LOW_VOLATILITY,1,0.0,-415160000000.0,0.0,-415.16,0.0
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,test,MEAN_REVERTING,8,0.4886,-0.334,0.25,-213.7837,1245.06
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,test,TRENDING,64,0.7968,-0.1054,0.2969,-74.7066,8428.57
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,oos,HIGH_VOLATILITY,56,1.1757,0.0693,0.375,81.1716,7720.59
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,oos,LOW_VOLATILITY,6,2.067,0.3011,0.5,239.23,989.99
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,oos,MEAN_REVERTING,11,1.6363,0.1959,0.3636,317.9991,2430.46
IBOV,index,MR_RSI_Exhaust,mean_reversion,FAIL,0.4075,-0.0189,oos,TRENDING,106,0.7723,-0.11,0.2642,-108.42,15309.2
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,test,HIGH_VOLATILITY,66,0.8431,-0.0753,0.3182,-95.3152,14061.22
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,test,LOW_VOLATILITY,5,0.9359,-0.0285,0.4,-34.488,1902.31
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,test,MEAN_REVERTING,7,5.2188,0.789,0.7143,804.2543,1334.45
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,test,TRENDING,68,1.1444,0.0637,0.4118,66.096,7508.25
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,oos,HIGH_VOLATILITY,64,1.2478,0.0971,0.4219,157.373,10269.14
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,oos,LOW_VOLATILITY,4,3.2165,0.5149,0.75,571.5175,1031.37
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,oos,MEAN_REVERTING,2,0.6026,-0.1754,0.5,-393.2,1978.67
IBOV,index,TF_EMA_Slope,trend_follow,OOS_PASS,0.2553,0.1171,oos,TRENDING,111,1.1103,0.0465,0.4054,66.2497,11780.82
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,test,HIGH_VOLATILITY,63,0.9299,-0.0328,0.3492,-41.7449,13003.47
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,test,LOW_VOLATILITY,2,0.0,-6.1024,0.0,-704.345,785.96
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,test,MEAN_REVERTING,6,4.2006,0.6567,0.6667,711.83,1334.45
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,test,TRENDING,68,1.0943,0.0424,0.3971,43.9274,7352.28
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,oos,HIGH_VOLATILITY,67,1.0718,0.0304,0.3881,47.2612,11488.06
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,oos,LOW_VOLATILITY,7,3.3234,0.5595,0.7143,526.9629,1031.37
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,oos,MEAN_REVERTING,3,1.2848,0.1,0.6667,187.8367,1978.67
IBOV,index,TF_Momentum,trend_follow,OOS_PASS,0.24,-0.0009,oos,TRENDING,114,0.9719,-0.0128,0.3947,-18.2284,13695.41
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,test,HIGH_VOLATILITY,37,0.7396,-0.1368,0.3243,-173.5168,13313.67
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,test,LOW_VOLATILITY,2,1.3732,0.1112,0.5,146.655,785.96
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,test,MEAN_REVERTING,4,7.7645,0.9374,0.75,980.2075,579.62
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,test,TRENDING,46,1.3772,0.15,0.4565,159.9065,3978.75
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,oos,HIGH_VOLATILITY,40,1.8191,0.2718,0.525,440.8493,7563.14
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,oos,LOW_VOLATILITY,3,0.9637,-0.0141,0.3333,-19.2267,1031.37
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,oos,MEAN_REVERTING,3,0.4217,-0.3391,0.3333,-545.0133,1978.67
IBOV,index,TF_Breakout_20,trend_follow,OOS_PASS,0.2836,0.0551,oos,TRENDING,80,0.9595,-0.0188,0.425,-26.9119,21041.07
IBOV,index,VOL_ATR_Expand,volatility,FAIL,0.0,0.0,test,HIGH_VOLATILITY,1,0.0,-1357829999999.9998,0.0,-1357.83,0.0
IBOV,index,VOL_ATR_Expand,volatility,FAIL,0.0,0.0,oos,HIGH_VOLATILITY,7,1.1015,0.0394,0.2857,79.1757,2532.6
IBOV,index,VOL_Range_Bkout,volatility,PASS,0.7473,0.4888,test,HIGH_VOLATILITY,1,1057589999999.9998,1057589999999.9999,1.0,1057.59,0.0
IBOV,index,VOL_Range_Bkout,volatility,PASS,0.7473,0.4888,test,LOW_VOLATILITY,4,1.6706,0.2124,0.5,179.4375,1070.35
IBOV,index,VOL_Range_Bkout,volatility,PASS,0.7473,0.4888,oos,HIGH_VOLATILITY,1,1722390000000.0,1722390000000.0,1.0,1722.39,0.0
IBOV,index,VOL_Range_Bkout,volatility,PASS,0.7473,0.4888,oos,LOW_VOLATILITY,6,2.7356,0.3881,0.5,407.4667,687.58
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,test,HIGH_VOLATILITY,45,1.5643,0.1835,0.4667,101.4278,1426.9
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,test,LOW_VOLATILITY,8,1.2838,0.0848,0.25,42.3438,553.0
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,test,MEAN_REVERTING,8,0.3456,-0.4707,0.125,-140.0787,1413.35
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,test,TRENDING,71,1.1882,0.0652,0.3803,34.4221,3931.4
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,oos,HIGH_VOLATILITY,71,1.201,0.0781,0.338,29.8007,1737.65
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,oos,LOW_VOLATILITY,21,0.8493,-0.0756,0.381,-17.2781,1459.34
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,oos,MEAN_REVERTING,9,4.133,0.6722,0.6667,299.4033,325.59
SPY,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.4741,-0.0525,oos,TRENDING,84,1.0408,0.0166,0.3333,5.6417,2875.28
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,test,HIGH_VOLATILITY,64,1.2513,0.0906,0.4062,48.2966,2313.45
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,test,LOW_VOLATILITY,7,0.3667,-0.4366,0.1429,-109.6329,896.93
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,test,MEAN_REVERTING,8,0.3448,-0.4718,0.125,-140.535,1413.14
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,test,TRENDING,84,1.2472,0.0847,0.4048,44.6863,3798.43
