asset,category,hypothesis,group,oos_verdict,robustness,pf_degradation,period,regime,n_trades,pf,sharpe,win_rate,expectancy,max_dd
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,oos,HIGH_VOLATILITY,87,1.0351,0.0149,0.3218,5.6574,1984.21
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,oos,LOW_VOLATILITY,22,1.3056,0.1224,0.4545,28.8145,1204.01
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,oos,MEAN_REVERTING,10,3.0651,0.5201,0.6,250.027,350.65
SPY,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3209,-0.0114,oos,TRENDING,90,1.0661,0.0266,0.3333,9.1257,3591.85
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,test,HIGH_VOLATILITY,35,1.7035,0.2089,0.4286,125.1934,2170.76
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,test,LOW_VOLATILITY,6,0.8428,-0.0734,0.3333,-22.8833,422.49
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,test,MEAN_REVERTING,5,0.6639,-0.1636,0.2,-59.908,608.15
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,test,TRENDING,54,1.2919,0.0939,0.3519,47.9802,2151.93
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,oos,HIGH_VOLATILITY,47,1.3666,0.1366,0.383,52.9319,1451.48
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,oos,LOW_VOLATILITY,17,1.0199,0.009,0.4118,2.1559,1392.56
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,oos,MEAN_REVERTING,11,3.2895,0.5653,0.6364,252.8409,630.59
SPY,us_etf,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.367,-0.1284,oos,TRENDING,73,0.9036,-0.0436,0.3014,-14.0129,2408.14
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,test,HIGH_VOLATILITY,50,0.9914,-0.0038,0.38,-2.3518,4689.88
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,test,LOW_VOLATILITY,4,0.4105,-0.3861,0.25,-164.115,488.42
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,test,MEAN_REVERTING,5,0.4213,-0.384,0.2,-174.114,1504.35
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,test,TRENDING,69,0.8469,-0.0626,0.3188,-43.7059,7147.27
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,oos,HIGH_VOLATILITY,83,0.8184,-0.0927,0.3614,-49.6646,8685.45
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,oos,LOW_VOLATILITY,10,2.1508,0.323,0.5,124.674,479.3
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,oos,MEAN_REVERTING,5,0.4786,-0.318,0.2,-194.886,959.92
SPY,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2413,0.1863,oos,TRENDING,77,1.3713,0.1381,0.4286,66.8661,4363.82
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,test,HIGH_VOLATILITY,56,0.746,-0.1253,0.3571,-86.0793,7696.1
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,test,LOW_VOLATILITY,6,1.0544,0.0214,0.3333,12.22,625.17
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,test,MEAN_REVERTING,6,3.2598,0.5494,0.6667,295.4217,443.79
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,test,TRENDING,76,1.1041,0.0367,0.3553,28.395,4901.29
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,oos,HIGH_VOLATILITY,79,0.6319,-0.215,0.3038,-113.6068,11182.67
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,oos,LOW_VOLATILITY,8,3.3544,0.5105,0.625,195.49,386.85
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,oos,MEAN_REVERTING,6,0.2787,-0.6066,0.1667,-275.9933,1895.98
SPY,us_etf,TF_Momentum,trend_follow,FAIL,0.2849,-0.1298,oos,TRENDING,70,1.2341,0.093,0.4143,44.362,4562.0
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,test,HIGH_VOLATILITY,32,1.0959,0.0385,0.4062,24.7172,1661.18
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,test,LOW_VOLATILITY,1,0.0,-209360000000.0,0.0,-209.36,0.0
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,test,MEAN_REVERTING,4,3255880000000.0,3.1533,1.0,813.97,0.0
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,test,TRENDING,55,1.2883,0.103,0.3818,62.854,2783.86
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,oos,HIGH_VOLATILITY,56,0.7711,-0.1207,0.3393,-63.3823,4970.26
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,oos,LOW_VOLATILITY,7,3.2339,0.4991,0.5714,166.7757,198.96
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,oos,MEAN_REVERTING,5,0.0,-6.8481,0.0,-468.264,1941.43
SPY,us_etf,TF_Breakout_20,trend_follow,DEGRADED,0.6045,-0.3135,oos,TRENDING,46,1.3258,0.1284,0.4783,62.1691,3207.42
SPY,us_etf,VOL_ATR_Expand,volatility,FAIL,0.6058,1.4811,test,HIGH_VOLATILITY,11,0.4363,-0.3192,0.1818,-214.9764,2111.39
SPY,us_etf,VOL_ATR_Expand,volatility,FAIL,0.6058,1.4811,oos,HIGH_VOLATILITY,19,1.0825,0.0342,0.3158,14.6842,2004.89
SPY,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.5376,-0.6432,test,HIGH_VOLATILITY,12,5.1709,0.5388,0.5833,318.005,349.57
SPY,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.5376,-0.6432,test,LOW_VOLATILITY,5,1.234,0.0871,0.4,32.366,312.58
SPY,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.5376,-0.6432,oos,HIGH_VOLATILITY,11,1.5024,0.1795,0.4545,62.7082,1086.16
SPY,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.5376,-0.6432,oos,LOW_VOLATILITY,22,1.1012,0.0414,0.3182,11.8818,868.02
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,test,HIGH_VOLATILITY,52,1.8817,0.2703,0.4808,158.2963,2086.99
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,test,LOW_VOLATILITY,4,6.4225,0.8248,0.75,323.455,238.6
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,test,MEAN_REVERTING,7,0.7693,-0.1147,0.2857,-58.4257,960.16
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,test,TRENDING,81,0.9235,-0.0317,0.321,-16.7331,3474.44
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,oos,HIGH_VOLATILITY,68,1.6224,0.2062,0.4265,93.5256,2090.97
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,oos,LOW_VOLATILITY,14,0.4048,-0.4234,0.2143,-93.3914,1448.63
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,oos,MEAN_REVERTING,5,2.5757,0.4195,0.6,236.37,750.04
QQQ,us_etf,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3634,-0.1567,oos,TRENDING,102,0.787,-0.1031,0.2745,-39.5468,4318.16
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,test,HIGH_VOLATILITY,63,1.3816,0.1384,0.4127,78.33,3287.95
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,test,LOW_VOLATILITY,6,2.1062,0.3182,0.5,136.1917,483.37
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,test,MEAN_REVERTING,12,0.4105,-0.4095,0.1667,-163.2392,2198.35
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,test,TRENDING,97,1.188,0.0673,0.3711,38.1774,3711.77
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,oos,HIGH_VOLATILITY,89,1.4825,0.1696,0.4045,76.1598,2880.97
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,oos,LOW_VOLATILITY,15,0.5355,-0.2877,0.2667,-76.12,1370.61
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,oos,MEAN_REVERTING,7,0.7305,-0.1378,0.2857,-68.2714,1773.41
QQQ,us_etf,MR_EMA_Dist,mean_reversion,OOS_PASS,0.3393,-0.133,oos,TRENDING,114,0.8299,-0.0802,0.2807,-30.3311,5245.88
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,test,HIGH_VOLATILITY,41,2.1494,0.3306,0.4878,190.4759,1901.09
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,test,LOW_VOLATILITY,6,5.317,0.6804,0.6667,347.785,483.37
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,test,MEAN_REVERTING,9,0.5783,-0.244,0.2222,-110.5467,950.28
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,test,TRENDING,59,1.118,0.0444,0.3729,23.3732,2879.09
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,oos,HIGH_VOLATILITY,51,1.7326,0.2436,0.4706,105.5157,1194.85
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,oos,LOW_VOLATILITY,15,0.6916,-0.1675,0.3333,-53.0827,1615.63
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,oos,MEAN_REVERTING,12,1.0681,0.0291,0.3333,14.8367,2062.74
QQQ,us_etf,MR_RSI_Exhaust,mean_reversion,DEGRADED,0.5273,-0.3586,oos,TRENDING,89,0.6438,-0.1957,0.236,-70.2108,6905.22
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,test,HIGH_VOLATILITY,47,0.7861,-0.1081,0.3191,-71.0489,4763.98
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,test,LOW_VOLATILITY,3,0.0,-3.2641,0.0,-390.81,764.9
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,test,MEAN_REVERTING,5,0.0,-8.6889,0.0,-463.694,1842.54
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,test,TRENDING,63,1.2957,0.107,0.4444,83.824,4354.69
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,oos,HIGH_VOLATILITY,78,0.663,-0.1863,0.2692,-112.4877,10657.02
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,oos,LOW_VOLATILITY,6,0.3826,-0.4225,0.1667,-140.875,807.85
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,oos,MEAN_REVERTING,4,0.634,-0.1874,0.25,-145.14,1116.79
QQQ,us_etf,TF_EMA_Slope,trend_follow,FAIL,0.2729,0.1203,oos,TRENDING,83,1.8333,0.2813,0.5301,162.8877,2580.15
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,test,HIGH_VOLATILITY,49,0.5178,-0.2957,0.2653,-204.4965,9801.3
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,test,LOW_VOLATILITY,3,5.1373,0.6678,0.6667,528.18,0.0
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,test,MEAN_REVERTING,5,0.0,-8.6889,0.0,-463.694,1842.54
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,test,TRENDING,68,1.6112,0.1924,0.4559,161.2199,3167.59
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,oos,HIGH_VOLATILITY,72,0.5233,-0.2985,0.2361,-174.1376,12759.62
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,oos,LOW_VOLATILITY,4,5.7937,0.8146,0.75,318.7475,265.97
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,oos,MEAN_REVERTING,3,0.8477,-0.0649,0.3333,-60.22,691.72
QQQ,us_etf,TF_Momentum,trend_follow,DEGRADED,0.2913,-0.0156,oos,TRENDING,84,1.6161,0.2223,0.5,130.4505,5924.21
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,test,HIGH_VOLATILITY,33,0.693,-0.1658,0.3333,-104.7636,5452.21
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,test,MEAN_REVERTING,4,0.5502,-0.2544,0.25,-168.945,530.03
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,test,TRENDING,48,1.1719,0.0692,0.4167,45.6733,3821.61
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,oos,HIGH_VOLATILITY,48,0.5792,-0.2471,0.25,-143.5665,7358.32
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,oos,LOW_VOLATILITY,5,3.7827,0.5433,0.6,333.012,332.39
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,oos,MEAN_REVERTING,4,5.1862,0.7417,0.75,491.2075,0.0
QQQ,us_etf,TF_Breakout_20,trend_follow,FAIL,0.2657,0.028,oos,TRENDING,53,1.1296,0.0567,0.4528,32.453,6995.52
QQQ,us_etf,VOL_ATR_Expand,volatility,FAIL,0.0,3.4399,test,HIGH_VOLATILITY,9,0.3655,-0.4396,0.2222,-269.7211,2050.22
QQQ,us_etf,VOL_ATR_Expand,volatility,FAIL,0.0,3.4399,oos,HIGH_VOLATILITY,13,1.6228,0.2142,0.4615,120.2108,780.63
QQQ,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.3088,0.5288,test,HIGH_VOLATILITY,5,1.0272,0.0107,0.4,5.684,703.88
QQQ,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.3088,0.5288,test,LOW_VOLATILITY,6,1.0469,0.0153,0.1667,9.7367,775.64
QQQ,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.3088,0.5288,oos,HIGH_VOLATILITY,6,2.182,0.3285,0.5,126.3583,279.48
QQQ,us_etf,VOL_Range_Bkout,volatility,OOS_PASS,0.3088,0.5288,oos,LOW_VOLATILITY,18,1.4402,0.1602,0.3889,63.75,1839.17
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,test,HIGH_VOLATILITY,318,1.2109,0.0788,0.3491,76.4754,8047.07
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,test,LOW_VOLATILITY,28,1.3493,0.1299,0.3929,91.4343,2019.6
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,test,MEAN_REVERTING,17,0.9207,-0.0318,0.2353,-29.1053,1793.75
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,test,TRENDING,333,1.0554,0.0226,0.3333,19.4093,11741.23
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,oos,HIGH_VOLATILITY,332,1.0659,0.0267,0.3313,22.66,10198.82
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,oos,LOW_VOLATILITY,43,1.1326,0.0539,0.3721,26.4814,1643.18
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,oos,MEAN_REVERTING,42,0.6044,-0.2263,0.2143,-156.2605,7835.59
BTC,crypto,MR_BB_Stretch,mean_reversion,OOS_PASS,0.3674,0.0376,oos,TRENDING,371,1.3682,0.1395,0.4151,116.339,7321.43
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,test,HIGH_VOLATILITY,388,1.1938,0.0723,0.3479,69.8497,11622.59
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,test,LOW_VOLATILITY,42,1.2886,0.1099,0.381,75.7005,3031.31
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,test,MEAN_REVERTING,20,0.4937,-0.2833,0.15,-258.761,5266.07
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,test,TRENDING,370,1.1013,0.0404,0.3432,35.3176,11075.7
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,oos,HIGH_VOLATILITY,414,1.0887,0.036,0.343,30.0572,14950.27
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,oos,LOW_VOLATILITY,44,1.5783,0.2005,0.4545,98.2602,1786.06
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,oos,MEAN_REVERTING,49,0.9135,-0.0411,0.3061,-30.7608,5474.13
BTC,crypto,MR_EMA_Dist,mean_reversion,OOS_PASS,0.4988,0.0748,oos,TRENDING,450,1.3625,0.137,0.4089,112.7886,6101.49
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,test,HIGH_VOLATILITY,227,1.4222,0.143,0.3612,146.2231,7519.15
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,test,LOW_VOLATILITY,43,1.3817,0.1439,0.4419,103.5058,2522.88
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,test,MEAN_REVERTING,17,0.8035,-0.0867,0.2353,-87.5518,3182.55
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,test,TRENDING,242,1.1606,0.0624,0.3554,54.9308,6871.05
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,oos,HIGH_VOLATILITY,253,1.1845,0.0696,0.3439,61.0008,10658.27
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,oos,LOW_VOLATILITY,41,0.5152,-0.2909,0.2195,-162.3017,6217.13
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,oos,MEAN_REVERTING,42,1.075,0.0324,0.3333,26.3752,5815.47
BTC,crypto,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.89,-0.0922,oos,TRENDING,316,1.2297,0.0918,0.3956,75.8219,10183.95
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,test,HIGH_VOLATILITY,300,1.053,0.023,0.42,29.9493,16894.43
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,test,LOW_VOLATILITY,24,1.9018,0.2749,0.4583,268.2675,2041.38
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,test,MEAN_REVERTING,15,1.3163,0.1175,0.4667,157.8653,2063.85
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,test,TRENDING,281,0.8978,-0.0479,0.3843,-57.0717,28142.13
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,oos,HIGH_VOLATILITY,349,1.0489,0.0213,0.3926,24.1402,13117.71
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,oos,LOW_VOLATILITY,22,1.0578,0.0252,0.3636,18.0541,3938.75
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,oos,MEAN_REVERTING,26,0.5655,-0.2655,0.2692,-263.4642,8559.07
BTC,crypto,TF_EMA_Slope,trend_follow,DEGRADED,0.2209,-0.0784,oos,TRENDING,385,0.8448,-0.0763,0.3325,-80.8524,38993.57
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,test,HIGH_VOLATILITY,328,1.1058,0.0451,0.436,58.3565,19199.53
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,test,LOW_VOLATILITY,25,0.968,-0.0139,0.36,-12.9924,3394.72
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,test,MEAN_REVERTING,20,1.0732,0.0318,0.45,37.94,5403.34
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,test,TRENDING,310,0.9568,-0.0192,0.371,-22.7063,22094.55
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,oos,HIGH_VOLATILITY,345,1.0209,0.0091,0.3826,10.5303,14213.69
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,oos,LOW_VOLATILITY,27,0.8134,-0.0949,0.3333,-64.3711,5743.7
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,oos,MEAN_REVERTING,31,0.6163,-0.2265,0.2903,-231.6139,9703.65
BTC,crypto,TF_Momentum,trend_follow,DEGRADED,0.2755,-0.0974,oos,TRENDING,382,0.8916,-0.0523,0.3534,-55.0419,27842.63
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,test,HIGH_VOLATILITY,229,0.9235,-0.0356,0.3974,-42.5973,29030.61
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,test,LOW_VOLATILITY,26,0.7051,-0.1557,0.3462,-137.3169,7810.91
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,test,MEAN_REVERTING,7,1.7415,0.2483,0.5714,306.04,1530.75
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,test,TRENDING,220,1.0232,0.0099,0.3864,11.5908,11608.93
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,oos,HIGH_VOLATILITY,262,0.9371,-0.0289,0.3779,-30.5999,16132.05
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,oos,LOW_VOLATILITY,29,1.2751,0.1075,0.3793,80.2341,2827.51
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,oos,MEAN_REVERTING,24,0.75,-0.1357,0.3333,-137.9117,8061.28
BTC,crypto,TF_Breakout_20,trend_follow,FAIL,0.2637,-0.0506,oos,TRENDING,278,0.8923,-0.0512,0.3525,-53.4865,38218.36
BTC,crypto,VOL_ATR_Expand,volatility,OOS_PASS,0.4489,0.1072,test,HIGH_VOLATILITY,112,1.2008,0.0778,0.3661,91.7905,6744.14
BTC,crypto,VOL_ATR_Expand,volatility,OOS_PASS,0.4489,0.1072,oos,HIGH_VOLATILITY,121,1.3295,0.1215,0.3967,110.6531,5898.82
BTC,crypto,VOL_Range_Bkout,volatility,OOS_PASS,0.3622,0.0426,test,HIGH_VOLATILITY,91,0.9396,-0.0237,0.2308,-17.9553,6365.73
BTC,crypto,VOL_Range_Bkout,volatility,OOS_PASS,0.3622,0.0426,test,LOW_VOLATILITY,84,1.136,0.0519,0.3214,40.6307,4511.63
BTC,crypto,VOL_Range_Bkout,volatility,OOS_PASS,0.3622,0.0426,oos,HIGH_VOLATILITY,84,1.5896,0.1921,0.3571,128.2125,3869.32
BTC,crypto,VOL_Range_Bkout,volatility,OOS_PASS,0.3622,0.0426,oos,LOW_VOLATILITY,94,0.719,-0.1427,0.2447,-77.7483,7672.74
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,test,HIGH_VOLATILITY,162,1.1651,0.0645,0.3519,13.9543,2028.64
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,test,LOW_VOLATILITY,67,0.9495,-0.022,0.3134,-2.9725,798.24
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,test,MEAN_REVERTING,18,1.9467,0.3069,0.5,58.7456,261.72
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,test,TRENDING,213,1.2321,0.0899,0.3756,19.1874,2585.42
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,oos,HIGH_VOLATILITY,207,1.0068,0.003,0.3333,0.4974,2330.59
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,oos,LOW_VOLATILITY,47,1.5056,0.1855,0.4255,21.0966,343.93
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,oos,MEAN_REVERTING,26,0.6578,-0.1855,0.2308,-25.2438,702.71
DXY,forex_index,MR_BB_Stretch,mean_reversion,OOS_PASS,0.6327,-0.1037,oos,TRENDING,258,1.131,0.0555,0.3643,8.5537,1460.77
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,test,HIGH_VOLATILITY,205,1.1425,0.0571,0.3512,12.4165,2549.77
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,test,LOW_VOLATILITY,67,1.4531,0.1591,0.403,22.2121,744.5
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,test,MEAN_REVERTING,21,1.6718,0.2374,0.4762,44.6495,529.78
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,test,TRENDING,253,1.1078,0.0444,0.3557,9.1297,2939.08
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,oos,HIGH_VOLATILITY,253,1.0041,0.0018,0.332,0.3011,2793.78
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,oos,LOW_VOLATILITY,60,1.0718,0.0315,0.35,3.3975,553.43
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,oos,MEAN_REVERTING,36,0.5349,-0.2814,0.1944,-36.0058,1388.28
DXY,forex_index,MR_EMA_Dist,mean_reversion,OOS_PASS,0.8468,-0.1252,oos,TRENDING,325,1.0893,0.0383,0.3477,5.8932,1940.28
DXY,forex_index,MR_RSI_Exhaust,mean_reversion,OOS_PASS,0.8441,-0.1085,test,HIGH_VOLATILITY,134,1.1382,0.0534,0.3284,12.2778,1834.71
